DATE,COMNAM,TICKER,PERMNO
1995-08-11,NEW PARADIGM SOFTWARE CORP,NPSC,82199
1995-08-09,NETSCAPE COMMUNICATIONS CORP,NSCP,82200
1995-08-14,ONCORX INC,OCRX,82201
1996-04-29,VION PHARMACEUTICALS INC,VION,82201
1995-08-01,ORION NETWORK SYSTEMS INC,ONSI,82202
1972-12-14,WESTERN CRUDE OIL INC,,82203
1995-08-01,ON TECHNOLOGY CORP,ONTC,82204
1995-08-02,OSTECH INC,OSTC,82205
1995-10-11,NORLAND MEDICAL SYSTEMS INC,NRLD,82205
1995-08-03,OWEN HEALTHCARE INC,OWEN,82206
1996-05-24,OWEN HEALTHCARE INC,OWN,82206
1995-08-24,PLASMA & MATERIAL TECHS INC,PMAT,82207
1997-03-31,TRIKON TECHNOLOGIES INC,TRKN,82207
1998-11-12,TRIKON TECHNOLOGIES INC,,82207
2000-05-10,TRIKON TECHNOLOGIES INC,TRKN,82207
1995-08-09,POLAR EXPRESS CORP,POLR,82208
1995-08-02,PURE SOFTWARE INC,PRSW,82209
1996-08-27,PURE ATRIA CORP,PASW,82209
1995-08-10,PUDGIES CHICKEN INC,PUDG,82210
1995-08-15,ROMAC INTERNATIONAL INC,ROMC,82212
2000-01-31,ROMAC INTERNATIONAL INC,KFRC,82212
2000-05-16,KFORCE COM INC,KFRC,82212
2001-06-20,KFORCE INC,KFRC,82212
1995-08-01,SMARTFLEX SYSTEMS INC,SFLX,82214
1995-08-22,SPATIALIZER AUDIO LABS INC,SPAZ,82215
1999-01-04,SPATIALIZER AUDIO LABS INC,,82215
2015-05-26,AMERI HOLDINGS INC,,82215
2017-11-17,AMERI HOLDINGS INC,AMRH,82215
2020-12-31,ENVERIC BIOSCIENCES INC,ENVB,82215
1995-08-01,SEQUANA THERAPEUTICS INC,TEMPA,82216
1995-08-02,SEQUANA THERAPEUTICS INC,SQNA,82216
1995-08-04,SUMMIT MEDICAL SYSTEMS INC,SUMT,82218
1999-02-01,CELERIS CORP,CRSC,82218
1995-08-11,VIDEOLAN TECHNOLOGIES INC,VLNTV,82219
1995-08-14,VIDEOLAN TECHNOLOGIES INC,VLNT,82219
1995-08-03,TRENTON SAVINGS BANK FSB NJ,TSBS,82220
1997-06-25,PEOPLES BANCORP DE,TSBS,82220
1995-08-02,UNION ACCEPTANCE CORP,UACA,82221
1995-08-08,U S A DETERGENTS INC,USAD,82222
1995-08-09,U S BRIDGE OF NY INC,USBR,82223
1998-01-26,U S A BRIDGE CONST OF NY INC,USBR,82223
1995-09-07,U S TRUST CORP NEW,USTC,82224
1999-04-23,U S TRUST CORP NEW,UTC,82224
1995-08-01,PET PRACTICE INC,VETS,82225
1995-08-10,VICTORMAXX TECHNOLOGIES INC,VMAX,82226
1995-08-15,VANTIVE CORP,VNTV,82227
1995-08-09,W F S FINANCIAL INC,WFSI,82228
1995-08-22,WALNUT FINANCIAL SERVICES INC,WNUT,82229
1999-11-02,T H C G INC,THCG,82229
1981-09-08,WESTERN DEVELOPMENT CORP CO,WEDE,82230
1995-08-15,ZANART ENTERTAINMENT INC,ZANA,82231
1996-09-11,ZANART ENTERTAINMENT INC,CNU,82231
1996-10-21,CONTINUCARE CORP,CNU,82231
1995-09-07,BALLANTYNE OMAHA INC,BTN,82234
2000-12-15,BALLANTYNE OMAHA INC,,82234
2004-09-24,BALLANTYNE OMAHA INC,BTN,82234
2009-06-04,BALLANTYNE STRONG INC,BTN,82234
2022-12-27,F G GROUP HOLDINGS INC,FGH,82234
1995-09-22,MIDWEST EXPRESS HOLDINGS INC,MEH,82235
2004-01-02,MIDWEST AIR GROUP INC,MEH,82235
1995-09-27,PATRIOT AMERICAN HOSP INC VA,PAH,82236
1997-07-02,PATRIOT AMERICAN HOSP INC DEL,PAH,82236
1999-06-30,WYNDHAM INTL INC,WYN,82236
2002-10-15,WYNDHAM INTL INC,WBR,82236
1995-09-20,PEPSI COLA P R BOTTLING CO,PPO,82237
1999-10-18,PEPSIAMERICAS INC,PAS,82237
1995-09-26,PERSONNEL GROUP OF AMERICA INC,PGA,82238
2002-11-21,PERSONNEL GROUP OF AMERICA INC,,82238
2003-08-05,VENTURI PARTNERS INC,,82238
2004-05-13,VENTURI PARTNERS INC,VENP,82238
2004-10-01,COMSYS IT PARTNERS INC,CITP,82238
1995-10-11,TRANSPRO INC,TPR,82242
2005-07-26,PROLIANCE INTERNATIONAL INC,PLI,82242
1995-09-18,ENDOGEN INC,ENDG,82244
1995-09-08,AIRWAYS CORP,AAIR,82245
1982-08-09,WESTERN ENERGY DEV INC,WDCO,82246
1995-09-27,ACCOM INC,ACMM,82247
1995-09-01,APPLIED CELLULAR TECHNOLOGY INC,ACTC,82248
1999-07-01,APPLIED DIGITAL SOLUTIONS INC,ADSX,82248
2002-07-12,APPLIED DIGITAL SOLUTIONS INC,,82248
2002-07-31,APPLIED DIGITAL SOLUTIONS INC,ADSX,82248
2007-12-28,APPLIED DIGITAL SOLUTIONS INC,DIGA,82248
2008-06-23,DIGITAL ANGEL CORP NEW,DIGA,82248
1995-09-29,A H I HEALTHCARE SYSTEMS INC,AHIS,82249
1995-09-21,ALTERNATE POSTAL DELIVERY INC,ALTD,82250
1998-05-12,ALTERNATE MARKETING NETWORKS INC,ALTM,82250
1995-09-06,AUBURN NATIONAL BANCORP,AUBN,82251
1995-09-15,BOYDS WHEELS INC,BYDS,82252
1995-09-14,CARBIDE GRAPHITE GROUP INC,CGGI,82253
1984-01-24,WESTERN FEDERAL S & L ASSN MARIN,WFSA,82254
1995-09-28,CHECKFREE CORP,CKFR,82255
1997-12-31,CHECKFREE HOLDINGS CORP,CKFR,82255
2000-08-03,CHECKFREE CORP NEW,CKFR,82255
1995-09-29,COMPUTER MANAGEMENT SCIENCES INC,CMSX,82256
1995-09-21,CONTOUR MEDICAL INC,CTMI,82257
1995-09-29,DEPOTECH CORP,DEPO,82258
1995-09-29,EASTBAY INC,EBAY,82259
1995-09-18,FAYETTE COUNTY BANCSHARES INC,FCBS,82260
1997-01-31,FIRST COMMUNITY BANKING SERV INC,FCBS,82260
1995-09-22,GENERAL SCANNING INC,GSCN,82261
1999-03-24,G S I LUMONICS INC,GSLI,82261
2005-06-06,G S I GROUP INC,GSIG,82261
2009-11-05,G S I GROUP INC,,82261
2010-07-23,G S I GROUP INC NEW,,82261
2011-02-14,G S I GROUP INC NEW,GSIG,82261
2016-05-12,NOVANTA INC,NOVT,82261
1972-12-14,WESTERN GEAR CORP,WGER,82262
1995-09-29,HARDIN BANCORP INC,HFSA,82263
1995-09-29,MIDDLE BAY OIL INC,MBOC,82264
1999-12-07,3 T E C ENERGY CORP,TTEN,82264
1995-09-28,MIZAR INC,MIZR,82265
1998-04-30,BLUE WAVE SYSTEMS INC,BWSI,82265
1995-09-22,MAIL WELL INC,MLWL,82266
1996-12-19,MAIL WELL INC,MWL,82266
2004-05-17,CENVEO INC,CVO,82266
1995-09-29,MICROWAVE POWER DEVICES INC DE,MPDI,82267
1995-09-19,NETSTAR INC,NTSR,82268
1995-09-08,OPTICAL SECURITY GROUP INC,OPSC,82269
1995-09-28,PAPERCLIP IMAGING SOFTWARE INC,PCLP,82270
1995-09-15,P C T HOLDINGS INC,PCTH,82271
1996-12-02,PACIFIC AEROSPACE & ELCTRNCS INC,PCTH,82271
1995-09-20,PEDIATRIX MEDICAL GROUP,PEDX,82272
1996-09-11,PEDIATRIX MEDICAL GROUP,PDX,82272
2009-01-02,MEDNAX INC,MD,82272
2022-07-05,PEDIATRIX MEDICAL GROUP INC,MD,82272
1995-09-20,PENINSULA TRUST BANK INC VA,PNTB,82273
1996-08-15,MID ATLANTIC COMM BANKGROUP INC,PNTB,82273
1996-09-09,MID ATLANTIC COMM BANKGROUP INC,MABG,82273
1998-12-01,ATLANTIC FINANCIAL CORP,AFIC,82273
1995-09-21,PLANET POLYMER TECHNOLOGIES INC,POLY,82274
1995-09-20,PREMENOS TECHNOLOGY CORP,PRMO,82275
1995-09-14,RISK CAPITAL HOLDINGS INC,RCHI,82276
2000-05-09,ARCH CAPITAL GROUP LTD,ACGL,82276
2000-11-10,ARCH CAPITAL GROUP LTD NEW,ACGL,82276
1995-09-19,RECYCLING INDUSTRIES INC,RECY,82277
1995-09-20,SENECA FOODS CORP NEW,SENEA,82279
1995-09-19,SMITH MICRO SOFTWARE INC,SMSI,82281
1995-09-29,SOLAR MATES INC,SOLR,82282
1997-03-10,SERENGETI EYEWEAR,SOLR,82282
1995-09-22,PANAMSAT CORP,SPOT,82283
1995-09-21,TEL SAVE HOLDINGS INC,TALK,82285
1998-11-25,TEL SAVE COM INC,TALK,82285
1999-04-28,TALK COM INC,TALK,82285
2001-04-10,TALK AMERICA HOLDINGS INC,TALK,82285
1995-09-08,TRIATHLON BROADCASTING CO,TBCOA,82286
1995-09-26,TERA COMPUTER CO,TERA,82287
2000-04-06,CRAY INC,CRAY,82287
1995-09-01,TRANSMEDIA ASIA PACIFIC INC,TMNA,82288
1997-08-29,TRANSMEDIA ASIA PACIFIC INC,MBTA,82288
1995-09-22,UNITED DENTAL CARE INC DEL,UDCI,82290
1995-09-29,ZYCON CORP,ZCON,82291
1995-10-11,ALLMERICA FINANCIAL CORP,AFC,82292
2005-12-01,HANOVER INSURANCE GROUP INC,THG,82292
1995-10-05,BOGEN COMMUNICATIONS INTL INC,BGN,82293
1998-08-05,BOGEN COMMUNICATIONS INTL INC,BOGN,82293
1995-10-24,BOSTONFED BANCORP INC,BFD,82294
1995-10-10,CENTRAL PARKING CORP,PK,82295
1998-05-29,CENTRAL PARKING CORP,CPC,82295
1972-12-14,WESTERN KENTUCKY GAS CO,WKEN,82297
1995-10-11,DIAMOND OFFSHORE DRILLING INC,DO,82298
1995-10-25,DONALDSON LUFKIN & JEN INC NEW,DLJ,82299
1995-10-24,INTIMATE BRANDS INC,IBI,82301
1995-10-03,PRUDENTIAL REINSURANCE HOLD INC,RE,82303
1996-05-28,EVEREST REINSURANCE HOLDINGS INC,RE,82303
2000-02-24,EVEREST RE GROUP LTD,RE,82303
2023-07-10,EVEREST GROUP LTD,EG,82303
1995-10-05,SOUTHERN BANC INC,SRN,82305
1995-10-26,STERLING HSE CORP,SGH,82306
1995-10-31,TOTAL RENAL CARE HLDGS INC,TRL,82307
2000-10-09,DAVITA INC,DVA,82307
2012-11-08,DAVITA HEALTHCARE PARTNERS INC,DVA,82307
2016-09-01,DAVITA INC,DVA,82307
1995-10-11,UNION PACIFIC RES GROUP INC,UPR,82308
1995-11-01,U S WEST INC,UMG,82309
1972-12-14,WESTERN MARINE ELECTRS CO,WMAR,82310
1983-11-18,WESTERN MICRO TECHNOLOGY INC,WSTM,82326
1997-11-24,SAVOIR TECHNOLOGY GROUP INC,SVTG,82326
1983-03-22,WESTERN MICROWAVE INC,WMIC,82334
1972-12-14,DOWDLE OIL CORP,,82342
1979-12-06,WESTERN NATURAL GAS CO,WNGC,82342
1985-07-22,WESTERN NATURAL GAS CO,,82342
1985-09-12,WESTERN NATURAL GAS CO,WNGC,82342
1972-12-14,WESTERN OIL SHALE CORP,WSOS,82369
1972-12-14,SOUTHRN CALIFORNIA MTG & LN,SCMT,82377
1973-07-02,WESTERN PACIFIC FINANCIAL CORP,WPAC,82377
1980-05-05,WESTERN PETROLEUM CORP,WPETA,82393
1983-06-10,WESTERN PETROLEUM CORP,,82393
1984-11-12,WESTERN PETROLEUM CORP,WPET,82393
1979-01-30,WESTERN PREFERRED CORP,WSTN,82406
1972-12-14,WESTERN STANDARD CORP,,82414
1972-12-14,WESTERN STATES LIFE INS CO,WSTS,82422
1982-08-11,WESTERN STEER MOM N POPS INC,WSMP,82449
1988-07-21,W S M P INC,WSMP,82449
1998-05-08,FRESH FOODS INC,FOOD,82449
2000-08-11,PIERRE FOODS INC,FOOD,82449
1980-10-31,WESTERN TAR SANDS INC,WTSI,82457
1984-06-22,WESTERN TELE COMMUNICATIONS,WTLC,82465
1988-06-23,WESTMARC COMMUNICATIONS INC,WTLCA,82465
1988-06-24,WESTMARC COMMUNICATIONS INC,WSMC,82465
1995-10-26,APPLIED COMPUTER TECHNOLOGY INC,ACTI,82466
1995-10-18,A D E CORP MASS,ADEX,82467
1995-10-03,ALLEGIANT BANCORP INC,ALLE,82469
1995-10-16,AMERICAN COIN MERCHANDISING INC,AMCN,82470
1995-10-11,A P A C CUSTOMER SERVICES INC,APAC,82471
1995-10-24,ARGYLE TELEVISION INC,ARGL,82472
1984-06-25,WESTERN TELE COMMUNICATIONS,WTLC,82473
1988-06-23,WESTMARC COMMUNICATIONS INC,WTLCB,82473
1988-06-24,WESTMARC COMMUNICATIONS INC,WSMC,82473
1995-10-18,A R V ASSISTED LIVING INC,ARVI,82474
1997-11-10,A R V ASSISTED LIVING INC,SRS,82474
1995-10-04,ARISTO INTERNATIONAL CORP,ATSP,82475
1996-11-19,PLAYNET TECHNOLOGIES INC,PLNT,82475
1995-10-13,GREENBERG WM JR DSRTS & CAFES IN,BAKE,82476
1997-07-24,CREATIVE BAKERIES INC,CBAK,82476
1998-09-30,CREATIVE BAKERIES INC,,82476
2005-02-15,BROOKLYN CHEESECAKE & DESS CO,,82476
2015-04-16,MERIDIAN WASTE SOLUTIONS INC,,82476
2017-01-25,MERIDIAN WASTE SOLUTIONS INC,MRDN,82476
2018-05-01,ATTIS INDUSTRIES INC,ATIS,82476
1995-10-17,COUNTY BANK CHESTERFIELD VA,CBOC,82477
1995-10-18,AVALON COMMUNITY SERVICES INC,CITY,82478
1999-06-30,AVALON CORRECTIONAL SERVICES INC,CITY,82478
1995-10-26,C S B FINANCIAL GROUP INC,CSBF,82479
1995-10-05,DESERT COMMUNITY BANK CA,DCBK,82480
1995-10-03,DATA DOCUMENTS INC DEL,DDII,82481
1995-10-24,JERRYS FAMOUS DELI INC,DELI,82482
1995-10-02,DAMEN FINANCIAL CORP,DFIN,82483
1995-10-27,DATAWORKS CORP,DWRX,82484
1995-10-11,ELANTEC SEMICONDUCTOR INC,ELNT,82485
1995-10-02,ERIE INDEMNITY CO,ERIE,82486
1995-10-20,ENTERPRISE SYSTEMS INC,ESIX,82487
1995-10-06,E S S TECHNOLOGY INC,ESST,82488
1995-10-24,E T E C SYSTEMS INC,ETEC,82489
1995-10-11,FOOD COURT ENTMT NETWORK INC,FCENA,82490
1995-10-04,FIRST INVESTORS FINL SVCS GP INC,FIFS,82491
1995-10-06,GADZOOKS INC,GADZ,82492
1995-10-19,GLIATECH INC,GLIA,82493
1995-10-05,GREENMAN TECHNOLOGIES INC,GMTI,82494
1999-07-08,GREENMAN TECHNOLOGIES INC,,82494
2002-09-20,GREENMAN TECHNOLOGIES INC,GRN,82494
1995-10-13,G T BICYCLES INC,GTBX,82495
1995-10-16,HIGHLAND FEDERAL BK FSB LA CALIF,HBNK,82496
1997-12-16,HIGHLAND BANCORP INC,HBNK,82496
1995-10-04,HARRODSBURG FIRST FINL BANCP INC,HFFB,82497
2004-07-12,1ST INDEPENDENCE FNL GROUP INC,FIFG,82497
1995-10-17,INTERNATIONAL METALS ACQSN CORP,IMAC,82499
1996-05-17,NIAGARA CORP DEL,NIAG,82499
1975-08-28,WESTERN UNITED RESOURCES INC,WURK,82500
1995-10-24,IMPERIAL THRIFT & LOAN ASSOC,ITLA,82501
1996-10-02,I T L A CAPITAL CORP,ITLA,82501
2006-12-29,I T L A CAPITAL CORP,IMP,82501
2007-08-03,IMPERIAL CAPITAL BANCORP INC,IMP,82501
1983-06-03,WESTERN WASTE INDS,WWIN,82502
1991-04-01,WESTERN WASTE INDS,WW,82502
1995-10-05,KLAMATH FIRST BANCORP INC,KFBI,82503
1995-10-06,LECROY CORP,LCRY,82504
1995-10-17,LOGIC WORKS INC,LGWX,82505
1995-10-17,MEADOW VALLEY CORP,MVCO,82507
1995-10-06,MYRIAD GENETICS INC,MYGN,82508
1995-10-05,NEMATRON CORP,NEMA,82509
1999-01-21,NEMATRON CORP,,82509
1999-11-23,NEMATRON CORP,NMN,82509
1995-10-26,NIMBUS CD INTERNATIONAL INC,NMBS,82510
1995-10-12,OAK HILL FINANCIAL INC,OAKF,82512
1995-10-24,PHARMACYCLICS INC,PCYC,82513
1995-10-31,PHAR MOR INC,PMOR,82514
1995-10-13,S C P POOL CORP,POOL,82515
2006-05-17,POOL CORP,POOL,82515
1995-10-02,PATLEX CORP NEW,PTLX,82516
1995-10-02,R H PHILLIPS INC,RHPS,82517
1995-10-13,RICKS CABARET INTERNATIONAL INC,RICK,82518
2014-08-12,RCI HOSPITALITY HOLDINGS INC,RICK,82518
1995-10-13,ROM TECH INC,ROMT,82520
1999-03-01,EGAMES INC,EGAM,82520
1995-10-20,RADISYS CORP,RSYS,82521
1995-10-10,SPEEDFAM INTERNATIONAL INC,SFAM,82522
1999-04-07,SPEEDFAM I P E C INC,SFAM,82522
1995-10-02,STATEWIDE FINANCIAL CORP,SFIN,82523
1995-10-31,SHERIDAN HEALTHCARE INC,SHCR,82524
1995-10-25,SPECIALIZED HEALTH PROD INTL INC,SHPI,82525
1995-10-12,SONUS PHARMACEUTICALS INC,SNUS,82526
2008-08-21,ONCOGENEX PHARMACEUTICALS INC,OGXI,82526
2017-08-03,ACHIEVE LIFE SCIENCES INC,ACHV,82526
1995-10-17,TELECHIPS CORP,TCHP,82528
1983-08-09,WESTERN WORLD TELEVISION INC,WWTV,82529
1986-07-25,WESTERNWORLD SAMUEL COMMUN INC,WWTV,82529
1995-10-19,TEGAL CORP,TGAL,82530
2012-09-27,COLLABRX INC,CLRX,82530
2015-11-03,RENNOVA HEALTH INC,RNVA,82530
1995-10-02,TRANSPORT HOLDINGS INC,TLIC,82531
1995-10-05,TAPPAN ZEE FINANCIAL INC,TPNZ,82532
1995-10-06,T S T IMPRESO INC,TSTI,82533
2000-03-08,IMPRESO COM INC,ZCOM,82533
2001-04-18,IMPRESO INC,ZCOM,82533
1995-10-31,VANGUARD AIRLINES INC,VNGD,82534
1996-12-16,VANGUARD AIRLINES INC,,82534
1999-06-15,VANGUARD AIRLINES INC,VNGD,82534
1995-10-06,VERITY INC,VRTY,82535
1995-10-06,VODAVI TECHNOLOGY INC,VTEK,82536
1995-10-26,WINFIELD CAPITAL CORP,WCAP,82537
1995-10-19,WIRELESS ONE INC,WIRL,82538
1995-10-06,WORLD AIRWAYS INC NEW,WLDA,82539
2005-01-19,WORLD AIR HOLDINGS INC,WLDA,82539
1995-10-10,WALTER INDUSTRIES INC,WLTR,82540
1997-12-18,WALTER INDUSTRIES INC,WLT,82540
2009-04-29,WALTER ENERGY INC,WLT,82540
1994-03-03,NUMEREX CORP NY,NMRX,82541
1995-11-08,CHASE CORP,CCF,82542
1995-11-10,A D A M SOFTWARE INC,ADAM,82544
1999-10-20,ADAM COM INC,ADAM,82544
2001-07-31,A D A M INC,ADAM,82544
1972-12-14,WESTGATE CALIFORNIA CORP,,82545
1995-11-16,ADVENT SOFTWARE INC,ADVS,82546
1995-11-17,ADVANCED ENERGY INDUSTRIES INC,AEIS,82547
1995-11-22,AMERIN CORP,AMRN,82548
1995-11-16,A M X CORP,AMXX,82549
1999-07-19,A M X CORP,PNJA,82549
1999-09-13,PANJA INC,PNJA,82549
2001-08-30,A M X CORP,AMXC,82549
1995-11-15,APPLIED MICROSYSTEMS CORP,APMC,82550
1995-11-07,ARBOR SOFTWARE CORP,ARSW,82551
1998-08-25,HYPERION SOLUTIONS CORP,HYSL,82551
1995-11-14,ASTA FUNDING INC,ASFI,82552
1981-08-20,WESTGATE CALIFORNIA CORP,WSTG,82553
1995-11-27,B A B HOLDINGS INC,BAGL,82554
2000-08-03,B A B HOLDINGS INC,INCU,82554
2000-10-31,PLANET ZANETT INC,INCU,82554
2002-02-05,PLANET ZANETT INC,ZANE,82554
2002-10-16,ZANETT INC,ZANE,82554
1995-11-14,BIOSAFE INTERNATIONAL INC,BSFE,82556
1997-10-27,WASTE SYSTEMS INTERNATIONAL INC,WSII,82556
1995-11-21,CONSOLIDATED DELIVERY & LOG INC,CDLI,82557
1999-02-23,CONSOLIDATED DELIVERY & LOG INC,CDV,82557
2000-06-15,C D & L INC,CDV,82557
1995-11-17,C F C INTERNATIONAL INC,CFCI,82558
1995-11-03,CARDIOMETRICS INC,CFLO,82559
1995-11-29,CARNEGIE GROUP INC,CGIX,82560
1978-09-05,WESTLANDS BANK SANTA ANA CA,WBSA,82561
1981-12-22,WESTLANDS DIVERSIFIED BANCORP,WBSA,82561
1995-11-03,CLARIFY INC,CLFY,82562
1995-11-13,HEALTHTECH INTERNATIONAL INC,CLUB,82563
1996-01-10,HEALTHTECH INTERNATIONAL INC,GYMM,82563
1995-11-16,CATALYST INTERNATIONAL INC,CLYS,82564
1995-11-17,CORT BUSINESS SERVICES CORP,CORT,82565
1995-12-21,CORT BUSINESS SERVICES CORP,CBS,82565
1997-08-15,CORT BUSINESS SERVICES CORP,CBZ,82565
1995-11-08,CORESTAFF INC,CSTF,82566
1998-03-23,METAMOR WORLDWIDE INC,MMWW,82566
1995-11-02,CYTOCLONAL PHARMACEUTICS INC,CYPH,82567
2001-10-24,EXEGENICS INC,EXEG,82567
2004-10-14,EXEGENICS INC,,82567
2007-06-11,OPKO HEALTH INC,OPK,82567
1995-11-13,ECKLER INDUSTRIES INC,ECKL,82568
1997-04-17,SMART CHOICE AUTOMOTIVE GRP INC,SMCH,82568
1995-11-17,EMBRYO DEVELOPMENT CORP,EMBR,82569
1995-11-27,EXSORBET INDUSTRIES INC,EXSO,82570
1997-09-09,CONSOLIDATED ECO SYSTEMS INC,EXSO,82570
1995-11-03,FIRSTCITY FINANCIAL CORP,FCFC,82571
1995-11-17,FIRST COMMONWEALTH INC,FCWI,82572
1995-11-21,FLUSHING FINANCIAL CORP,FFIC,82573
1995-11-09,FRACTAL DESIGN CORP,FRAC,82574
1995-11-01,FIRST SVGS BANK WASH BANCORP INC,FWWB,82575
1998-07-28,FIRST WASHINGTON BANCRP INC WASH,FWWB,82575
2000-10-30,BANNER CORP,BANR,82575
1995-11-08,GELTEX PHARMACEUTICALS INC,GELX,82576
1995-11-22,GYNECARE INC,GYNE,82577
1995-11-20,HUNGARIAN BROADCASTING CORP,HBCO,82578
1995-11-28,HUNGARIAN BROADCASTING CORP,,82578
1995-12-20,HUNGARIAN BROADCASTING CORP,HBCO,82578
1995-11-08,HOME HEALTH CORP AMERICA INC,HHCA,82579
1972-12-14,WESTMINSTER CORP,WMIN,82580
1995-11-03,SCHEIN HENRY INC,HSIC,82581
1995-11-17,I D X SYSTEMS CORP,IDXC,82583
1995-11-09,INVESTORS FINANCIAL SERVS CORP,IFIN,82584
1995-11-29,INNOVUS CORP,INUS,82586
1995-11-21,INTEVAC INC,IVAC,82587
1995-11-14,NEW HORIZON KIDS QUEST INC,KIDQ,82588
1995-11-15,LUMISYS INC,LUMI,82591
1995-11-10,MEDWAVE INC,MDWV,82593
1995-11-08,META SOFTWARE INC,MESW,82594
1995-11-20,MULTIMEDIA CONCEPTS INTL INC,MMCI,82595
1995-11-21,NETTER DIGITAL ENTERTAINMENT INC,NETT,82596
1995-11-10,NATIONAL SURGERY CENTERS INC,NSCI,82597
1995-11-21,NETWORK APPLIANCE INC,NTAP,82598
2008-03-26,NETAPP INC,NTAP,82598
1995-11-30,NORTHWEST PIPE CO,NWPX,82599
1995-11-21,ITALIAN OVEN INC,OVEN,82600
1995-11-17,BULLET SPORTS INTERNATIONAL INC,PARR,82601
1995-11-17,PEN INTERCONNECT INC,PENC,82602
1995-11-07,PERCLOSE INC,PERC,82603
1995-11-22,PATHOGENESIS CORP,PGNS,82604
1995-11-16,PHOTON DYNAMICS INC,PHTN,82605
1995-11-29,PIXAR,PIXR,82606
1995-11-22,PAREXEL INTERNATIONAL CORP,PRXL,82607
1995-11-07,ROSS TECHNOLOGY INC,RTEC,82608
1972-12-14,WESTON ROY F INC,WTON,82609
1995-11-07,SANO CORP,SANO,82610
1995-11-17,SCOPUS TECHNOLOGY INC,SCOP,82612
1995-11-17,SECURE COMPUTING CORP,SCUR,82613
1995-11-17,SOFTWARE 2000 INC,SFWR,82614
1997-02-18,INFINIUM SOFTWARE INC,INFM,82614
1995-11-17,SIMON TRANSPORTATION SVCS INC,SIMN,82615
1995-11-17,SMART MODULAR TECHNOLOGIES INC,SMOD,82616
1972-12-14,WESTONS SHOPPERS CITY INC,,82617
1995-11-08,SANDISK CORP,SNDK,82618
1995-11-21,SILICON STORAGE TECHNOLOGY INC,SSTI,82619
1995-11-10,S Y N C RESEARCH INC,SYNX,82620
2000-08-31,ENTRADA NETWORKS INC,ESAN,82620
1995-11-07,U S OPPORTUNITY SEARCH INC,USOS,82621
1996-12-06,MILESTONE SCIENTIFIC INC,WAND,82621
1998-04-23,MILESTONE SCIENTIFIC INC,MS,82621
2005-12-19,MILESTONE SCIENTIFIC INC,MSS,82621
2006-09-01,MILESTONE SCIENTIFIC INC,,82621
2015-06-01,MILESTONE SCIENTIFIC INC,MLSS,82621
1995-11-10,VISIO CORP,VSIO,82623
1995-11-21,WESTERN FIDELITY FUNDING INC,WFFI,82626
1995-11-07,PETES BREWING CO,WIKD,82627
1995-11-21,YIELDUP INTERNATIONAL CORP,YILD,82628
1995-11-22,BIG FLOWER PRESS HOLDINGS INC,BGF,82632
1997-12-02,BIG FLOWER HOLDINGS INC,BGF,82632
1982-12-16,WESTSIDE FED SVGS & LN,WFHC,82633
1984-04-02,WESTSIDE BANCORPORATION INC,WFHC,82633
1995-11-21,BOSTON BEER INC,SAM,82634
1995-11-22,BUCKEYE CELLULOSE CORP,BKI,82635
1997-11-03,BUCKEYE TECHNOLOGIES INC,BKI,82635
1995-11-21,EMERITUS CORP,ESC,82638
1995-11-21,IMPERIAL CREDIT MTG HLDGS INC,IMH,82639
1998-02-02,IMPAC MORTGAGE HOLDINGS INC,IMH,82639
2008-11-21,IMPAC MORTGAGE HOLDINGS INC,,82639
2009-12-29,IMPAC MORTGAGE HOLDINGS INC,IMPM,82639
2010-05-13,IMPAC MORTGAGE HOLDINGS INC,IMH,82639
1995-11-02,K III COMMUNICATIONS CORP,KCC,82640
1997-11-18,PRIMEDIA INC,PRM,82640
1979-11-13,WESTWIND FINANCIAL SVCS INC,WSTW,82641
1995-11-17,LAUDER ESTEE COS INC,EL,82642
1995-11-15,LEXMARK INTERNATIONAL GROUP INC,LXK,82643
2000-07-03,LEXMARK INTERNATIONAL INC NEW,LXK,82643
1995-11-21,MEADOWBROOK INSURANCE GROUP INC,MIG,82644
1995-11-03,PHARMACIA & UPJOHN INC,PNU,82647
1995-11-02,PHOENIX DUFF & PHELPS CORP,DUF,82648
1998-05-11,PHOENIX INVESTMENT PARTNERS LTD,PXP,82648
1995-12-01,SCHWEITZER MAUDUIT INTL INC,SWM,82649
2022-07-06,MATIV HOLDINGS INC,MATV,82649
1995-11-17,WATERS CORP,WAT,82651
1995-10-30,DISC GRAPHICS INC,DGI,82653
1996-05-28,DISC GRAPHICS INC,DSGR,82653
1995-10-31,COOPER & CHYAN TECHNOLOGY INC,CCTI,82655
1995-09-21,CORE LABORATORIES NV,CRLBF,82656
1998-07-10,CORE LABORATORIES NV,CLB,82656
2023-05-02,CORE LABORATORIES INC,CLB,82656
1995-10-31,GAYLORD COMPANIES INC,GJCO,82657
1972-12-14,WESTWOOD INC,,82660
1995-12-12,ALL AMERICAN COMMUNICATIONS INC,AACIB,82661
1995-12-12,ADVANCED LIGHTING TECHS INC,ADLT,82663
1995-12-15,ADEPT TECHNOLOGY INC,ADTK,82664
2003-04-15,ADEPT TECHNOLOGY INC,,82664
2005-11-15,ADEPT TECHNOLOGY INC,ADEP,82664
1995-12-27,AMBANC HOLDING INC,AHCI,82665
1995-12-20,AMISYS MANAGED CARE SYSTEMS INC,AMCS,82666
